Loan ID,Rating,EAD,Maturity,Sector,Country,Secured,PD,LGD,RWA,RWA_after_CDS,RWA_final
L00254,A,505315.93,10,Healthcare,USA,Yes,0.002,0.45,572216.02,572216.0206638572,572216.0206638572
L00255,A,355627.86,2,Retail,Brazil,Yes,0.002,0.45,139660.39,139660.3905546685,139660.3905546685
L00256,BBB,428023.63,5,Energy,Brazil,Yes,0.005,0.45,422414.99,422414.9916847668,422414.9916847668
L00257,B,1264087.27,4,Transport,USA,Yes,0.05,0.45,2121257.51,2121257.5101315696,0.0
L00258,BB,391009.51,8,Healthcare,USA,No,0.018,0.75,1184412.16,1184412.1600174292,1184412.1600174292
L00259,BBB,369841.54,4,Finance,UK,No,0.005,0.75,536630.71,536630.7067509816,536630.7067509816
L00260,AA,320048.91,6,Energy,Brazil,No,0.0006,0.75,229695.88,229695.87964457364,229695.87964457364
L00261,BB,641841.06,5,Transport,Italy,Yes,0.018,0.45,920468.15,920468.1517623877,920468.1517623877
L00262,CCC,404087.98,2,Transport,France,Yes,0.2,0.45,942103.35,942103.3451695322,942103.3451695322
L00263,AA,319756.0,8,Retail,Germany,No,0.0006,0.75,293863.26,293863.2574128483,293863.2574128483
L00264,BBB,856536.33,2,Retail,Germany,Yes,0.005,0.45,546437.25,546437.245404005,546437.245404005
L00265,B,899686.37,9,Finance,Italy,No,0.05,0.45,3413701.81,2048221.0851252577,0.0
L00266,BB,327678.5,9,Real Estate,USA,Yes,0.018,0.45,637418.37,637418.3702141786,637418.3702141786
L00267,BB,173985.98,3,Manufacturing,USA,No,0.018,0.75,341746.56,341746.5640431275,341746.5640431275
L00268,BB,732161.83,4,Real Estate,USA,Yes,0.018,0.45,956436.71,956436.706260312,956436.706260312
L00269,BBB,314168.61,8,Real Estate,Brazil,No,0.005,0.75,699460.44,699460.4409196061,699460.4409196061
L00270,A,656916.9,9,Healthcare,USA,Yes,0.002,0.45,683149.5,683149.496829706,683149.496829706
L00271,B,165205.94,3,Healthcare,USA,No,0.05,0.75,429093.28,429093.2771002519,429093.2771002519
L00272,B,691278.92,5,Finance,Brazil,Yes,0.05,0.45,1242777.28,1242777.2785105498,1242777.2785105498
L00273,B,241449.12,8,Healthcare,Brazil,No,0.05,0.75,867967.12,867967.1226232597,867967.1226232597
L00274,B,637546.22,3,Energy,Italy,No,0.05,0.45,1655913.81,993548.283467331,993548.283467331
L00275,BBB,445581.98,7,Finance,UK,Yes,0.005,0.45,543395.99,543395.9936652276,543395.9936652276
L00276,BBB,274588.88,8,Finance,Brazil,Yes,0.005,0.45,366804.42,366804.4221408768,366804.4221408768
L00277,BB,360945.35,10,Transport,France,Yes,0.018,0.45,748255.13,748255.133929479,748255.133929479
L00278,BB,623534.41,3,Transport,USA,Yes,0.018,0.45,734854.87,734854.8734104624,734854.8734104624
L00279,BB,466469.18,2,Transport,UK,Yes,0.018,0.45,490139.72,490139.7167255414,490139.7167255414
L00280,BB,592559.45,10,Manufacturing,Germany,Yes,0.018,0.45,1228401.06,1228401.0602184748,1228401.0602184748
L00281,B,1188521.07,7,Energy,Italy,Yes,0.05,0.45,2421248.48,2421248.4765242063,0.0
L00282,A,202375.3,9,Energy,UK,No,0.002,0.75,350761.22,350761.2210051753,350761.2210051753
L00283,BBB,993119.51,1,Transport,Brazil,No,0.005,0.75,863434.53,863434.5297798448,863434.5297798448
L00284,AA,466110.48,3,Real Estate,USA,Yes,0.0006,0.45,116254.39,116254.38738738735,116254.38738738735
L00285,BBB,282266.79,5,Manufacturing,USA,No,0.005,0.75,464280.14,464280.1448085775,464280.1448085775
L00286,AAA,227485.82,3,Real Estate,USA,No,0.0003,0.75,63436.99,63436.987340262654,63436.987340262654
L00287,BBB,402495.75,1,Retail,UK,Yes,0.005,0.45,209961.88,209961.87778425738,209961.87778425738
L00288,BBB,701394.0,7,Energy,USA,Yes,0.005,0.45,855363.79,855363.7864368497,855363.7864368497
L00289,A,415079.54,7,Energy,Brazil,Yes,0.002,0.45,354898.61,354898.6087571646,354898.6087571646
L00290,BBB,941827.55,10,Real Estate,UK,No,0.005,0.45,2462022.86,1477213.7132012518,1477213.7132012518
L00291,AAA,214145.75,8,Manufacturing,USA,No,0.0003,0.75,141381.78,141381.7831651576,141381.7831651576
L00292,AAA,439747.3,5,Energy,Germany,Yes,0.0003,0.45,113824.7,113824.69839762112,113824.69839762112
L00293,B,236523.6,10,Real Estate,Germany,No,0.05,0.75,944633.72,944633.7165404051,944633.7165404051
L00294,BBB,530627.71,5,Finance,France,Yes,0.005,0.45,523674.59,523674.59176811524,523674.59176811524
L00295,AA,689308.15,5,Finance,USA,Yes,0.0006,0.45,255191.46,255191.46270908287,255191.46270908287
L00296,BBB,358476.76,1,Healthcare,USA,No,0.005,0.75,311665.62,311665.6249232303,311665.6249232303
L00297,BB,120317.95,10,Manufacturing,UK,No,0.018,0.75,415707.09,415707.085995938,415707.085995938
L00298,A,488685.33,5,Real Estate,UK,Yes,0.002,0.45,327465.15,327465.1528528636,327465.1528528636
L00299,BB,550382.78,6,Healthcare,China,Yes,0.018,0.45,859639.23,859639.226978526,859639.226978526
L00300,AA,541526.55,1,Finance,USA,No,0.0006,0.75,116079.56,116079.55514351575,116079.55514351575
L00301,AA,820682.09,7,Manufacturing,France,Yes,0.0006,0.45,402966.4,402966.4033519011,402966.4033519011
L00302,BBB,258971.46,1,Healthcare,USA,No,0.005,0.75,225154.07,225154.07112634397,225154.07112634397
L00303,BBB,621634.79,2,Transport,Brazil,Yes,0.005,0.45,396579.09,396579.0946601146,396579.0946601146
L00304,BB,803115.45,2,Manufacturing,UK,Yes,0.018,0.45,843868.78,843868.7828441435,843868.7828441435
L00305,BB,181807.95,5,Retail,USA,Yes,0.018,0.45,260731.88,260731.88230152897,260731.88230152897
L00306,CCC,519086.55,10,Transport,UK,Yes,0.2,0.45,1632831.72,1632831.7188734706,0.0
L00307,BBB,343832.56,7,Healthcare,USA,No,0.005,0.75,698850.96,698850.9559103615,698850.9559103615
L00308,A,424742.62,1,Real Estate,Italy,Yes,0.002,0.45,127531.22,127531.21667297199,127531.21667297199
L00309,BB,526411.36,10,Transport,UK,Yes,0.018,0.45,1091273.24,1091273.2431067452,1091273.2431067452
L00310,A,346759.15,1,Transport,France,Yes,0.002,0.45,104116.27,104116.26761634045,104116.26761634045
L00311,BBB,315573.2,1,Healthcare,Italy,Yes,0.005,0.45,164618.74,164618.73609941723,164618.73609941723
L00312,AA,450033.01,6,Real Estate,Brazil,No,0.0006,0.75,322984.16,322984.1592056827,322984.1592056827
L00313,AAA,256883.26,2,Real Estate,USA,No,0.0003,0.75,52042.23,52042.2265879366,52042.2265879366
L00314,CCC,257065.82,1,Finance,China,Yes,0.2,0.45,573169.85,573169.846159111,573169.846159111
L00315,B,621372.89,6,Retail,Brazil,No,0.05,0.45,1985798.33,1191478.9974282125,1191478.9974282125
L00316,BB,249098.33,2,Real Estate,UK,No,0.018,0.75,436230.98,436230.98137303675,436230.98137303675
L00317,BBB,617328.3,6,Energy,Italy,No,0.005,0.75,1135069.25,1135069.2543717655,1135069.2543717655
L00318,A,557543.41,10,Energy,Brazil,Yes,0.002,0.45,631358.03,631358.0326223981,631358.0326223981
L00319,A,186669.81,8,Retail,France,Yes,0.002,0.45,176864.64,176864.64187648427,176864.64187648427
L00320,A,315280.4,2,Manufacturing,China,Yes,0.002,0.45,123815.34,123815.33830963667,123815.33830963667
L00321,BBB,803758.96,9,Healthcare,UK,No,0.005,0.45,1945288.15,1167172.8925429184,1167172.8925429184
L00322,BB,270876.22,8,Manufacturing,Italy,No,0.018,0.75,820514.8,820514.7972681184,820514.7972681184
L00323,BB,350739.08,10,Energy,Brazil,Yes,0.018,0.45,727097.1,727097.1001003402,727097.1001003402
L00324,A,557395.57,1,Real Estate,Italy,Yes,0.002,0.45,167360.97,167360.96606039847,167360.96606039847
L00325,CCC,654544.76,7,Retail,Italy,Yes,0.2,0.45,1859089.33,1859089.3254476124,0.0
L00326,BB,390128.15,10,Manufacturing,Brazil,Yes,0.018,0.45,808752.33,808752.3253254542,808752.3253254542
L00327,BBB,328156.17,6,Manufacturing,Germany,No,0.005,0.75,603374.22,603374.216279076,603374.216279076
L00328,BB,900931.88,6,Healthcare,USA,Yes,0.018,0.45,1407159.55,1407159.5497292087,1407159.5497292087
L00329,BBB,1055420.51,6,Transport,UK,Yes,0.005,0.45,1164348.41,1164348.4071613452,1164348.4071613452
L00330,A,721746.34,6,Energy,UK,No,0.002,0.75,917284.02,917284.0171213888,917284.0171213888
L00331,BBB,461694.67,10,Real Estate,China,Yes,0.005,0.45,724147.11,724147.109347063,724147.109347063
L00332,BB,295335.46,7,Retail,China,No,0.018,0.75,831704.39,831704.3909695599,831704.3909695599
L00333,AAA,292078.48,3,Manufacturing,China,Yes,0.0003,0.45,48869.63,48869.62757887016,48869.62757887016
L00334,AA,574500.96,6,Healthcare,UK,Yes,0.0006,0.45,247388.13,247388.13207741035,247388.13207741035
L00335,AAA,545358.75,3,Transport,Italy,Yes,0.0003,0.45,91247.66,91247.66401611704,91247.66401611704
L00336,AAA,891623.55,7,Energy,China,No,0.0003,0.75,520656.94,520656.9413758633,520656.9413758633
L00337,B,612451.51,7,Energy,Brazil,Yes,0.05,0.45,1247682.79,1247682.7907917944,1247682.7907917944
L00338,BB,208659.67,8,Healthcare,USA,Yes,0.018,0.45,379232.29,379232.2858641838,379232.2858641838
L00339,BBB,748610.28,2,Retail,France,No,0.005,0.75,795974.29,795974.2919570049,795974.2919570049
L00340,AA,268597.62,9,Manufacturing,UK,Yes,0.0006,0.45,164331.81,164331.8144905156,164331.8144905156
L00341,BBB,365132.06,5,Retail,Brazil,Yes,0.005,0.45,360347.53,360347.52588015236,360347.52588015236
L00342,BBB,501370.24,9,Healthcare,USA,Yes,0.005,0.45,728061.25,728061.2501734814,728061.2501734814
L00343,A,1200001.96,10,Healthcare,USA,Yes,0.002,0.45,1358873.34,1358873.3415549144,1358873.3415549144
L00344,BBB,2094780.39,5,Retail,Germany,No,0.005,0.45,3445552.14,2067331.2850116766,0.0
L00345,BBB,599206.48,7,Finance,Brazil,No,0.005,0.75,1217906.82,1217906.8245767152,1217906.8245767152
L00346,BB,403689.66,9,Transport,UK,No,0.018,0.75,1308799.15,1308799.14890925,1308799.14890925
L00347,BB,577955.89,4,Energy,China,No,0.018,0.75,1258324.33,1258324.3329218333,1258324.3329218333
L00348,AAA,689572.91,2,Finance,Italy,Yes,0.0003,0.45,83820.74,83820.74323828531,83820.74323828531
L00349,BBB,376874.0,9,Real Estate,China,No,0.005,0.75,912124.86,912124.8587267586,912124.8587267586
L00350,BB,1085559.06,2,Energy,USA,Yes,0.018,0.45,1140644.73,1140644.7263187785,1140644.7263187785
L00351,BBB,496349.39,3,Energy,USA,Yes,0.005,0.45,374383.03,374383.031119349,374383.031119349
L00352,B,567429.36,10,Transport,France,Yes,0.05,0.45,1359727.92,1359727.9219771984,1359727.9219771984
L00353,BB,617208.47,2,Real Estate,China,Yes,0.018,0.45,648528.13,648528.1292247535,648528.1292247535
L00354,A,546228.85,3,Manufacturing,Germany,No,0.002,0.75,441694.02,441694.02086605853,441694.02086605853
L00355,AA,672979.57,6,Real Estate,USA,Yes,0.0006,0.45,289794.4,289794.39607648144,289794.39607648144
L00356,BB,324932.71,3,Manufacturing,USA,Yes,0.018,0.45,382943.4,382943.39758084645,382943.39758084645
L00357,AAA,334652.89,10,Real Estate,Italy,Yes,0.0003,0.45,163194.19,163194.18953022646,163194.18953022646
L00358,BBB,255230.64,8,Retail,Italy,Yes,0.005,0.45,340945.08,340945.07912281866,340945.07912281866
L00359,B,551143.57,6,Healthcare,France,Yes,0.05,0.45,1056814.67,1056814.6740721273,1056814.6740721273
L00360,BBB,653088.71,7,Real Estate,Brazil,No,0.005,0.75,1327424.22,1327424.2243892343,1327424.2243892343
L00361,BBB,556201.79,1,Finance,France,Yes,0.005,0.45,290142.62,290142.6220161708,290142.6220161708
L00362,BB,1021973.6,3,Finance,France,No,0.018,0.45,2007379.94,1204427.9648605671,1204427.9648605671
L00363,BBB,441177.25,3,Transport,Italy,Yes,0.005,0.45,332768.17,332768.16581944184,332768.16581944184
L00364,BBB,618078.55,2,Healthcare,China,Yes,0.005,0.45,394310.35,394310.35027469485,394310.35027469485
L00365,B,256311.7,7,Healthcare,China,No,0.05,0.75,870261.27,870261.2695237133,870261.2695237133
L00366,BBB,364561.36,9,Manufacturing,China,No,0.005,0.75,882325.34,882325.336816111,882325.336816111
L00367,CCC,626415.32,4,Energy,Brazil,Yes,0.2,0.45,1587944.11,1587944.1064626374,0.0
L00368,B,676407.55,5,Transport,Italy,No,0.05,0.45,2026736.02,1216041.614798537,1216041.614798537
L00369,A,381939.13,3,Finance,Germany,No,0.002,0.75,308845.33,308845.33113874204,308845.33113874204
L00370,AA,426855.31,9,Finance,UK,No,0.0006,0.75,435260.17,435260.1710643819,435260.1710643819
L00371,AA,207121.97,4,Manufacturing,UK,No,0.0006,0.75,106948.76,106948.75979295213,106948.75979295213
L00372,AAA,370084.04,5,Finance,Germany,No,0.0003,0.75,159654.97,159654.96636656686,159654.96636656686
L00373,AA,690514.04,1,Finance,China,Yes,0.0006,0.45,88809.57,88809.56538535573,88809.56538535573
L00374,BB,589837.59,2,Manufacturing,UK,No,0.018,0.75,1032947.23,1032947.2330722044,1032947.2330722044
L00375,AA,568259.16,9,Finance,Brazil,Yes,0.0006,0.45,347668.97,347668.9736255154,347668.9736255154
L00376,A,453561.81,2,Energy,Italy,No,0.002,0.75,296867.53,296867.5341562683,296867.5341562683
L00377,B,443978.57,5,Retail,UK,Yes,0.05,0.45,798182.13,798182.1273265582,798182.1273265582
L00378,AAA,318010.42,8,Transport,Brazil,Yes,0.0003,0.45,125972.75,125972.74588368164,125972.74588368164
L00379,B,627446.83,3,Energy,Italy,Yes,0.05,0.45,977809.45,977809.4534283619,977809.4534283619
L00380,A,546061.27,6,Energy,Brazil,Yes,0.002,0.45,416401.09,416401.0934977577,416401.0934977577
L00381,AA,565807.63,4,Retail,Germany,Yes,0.0006,0.45,175295.04,175295.04275154264,175295.04275154264
L00382,BB,340095.79,7,Healthcare,France,Yes,0.018,0.45,574653.3,574653.3014896241,574653.3014896241
L00383,BB,150742.53,10,Transport,Germany,No,0.018,0.75,520826.18,520826.1766590543,520826.1766590543
L00384,B,765723.45,3,Energy,UK,No,0.05,0.45,1988831.54,1193298.9256185733,1193298.9256185733
L00385,BB,348217.05,6,Finance,Italy,Yes,0.018,0.45,543877.91,543877.9092666067,543877.9092666067
L00386,B,287394.79,10,Retail,Brazil,No,0.05,0.75,1147804.31,1147804.314630968,1147804.314630968
L00387,A,625770.8,9,Healthcare,UK,Yes,0.002,0.45,650759.64,650759.6427352115,650759.6427352115
L00388,A,363666.92,10,Transport,UK,Yes,0.002,0.45,411813.73,411813.7296987279,411813.7296987279
L00389,BB,751606.5,1,Real Estate,France,No,0.018,0.75,1156167.11,1156167.1142989283,1156167.1142989283
L00390,B,602295.2,3,Manufacturing,China,No,0.05,0.45,1564355.5,938613.3010099452,938613.3010099452
L00391,CCC,622677.91,2,Finance,UK,Yes,0.2,0.45,1451730.74,1451730.7393656524,1451730.7393656524
L00392,BBB,223467.7,8,Retail,France,Yes,0.005,0.45,298515.15,298515.14950514684,298515.14950514684
L00393,BBB,810958.36,7,Manufacturing,Italy,Yes,0.005,0.45,988979.68,988979.6796839122,988979.6796839122
L00394,BB,504148.06,2,Healthcare,Italy,Yes,0.018,0.45,529730.58,529730.5758038104,529730.5758038104
L00395,A,367824.58,6,Healthcare,Brazil,Yes,0.002,0.45,280486.03,280486.02920942084,280486.02920942084
L00396,B,475296.56,3,Real Estate,China,No,0.05,0.75,1234498.94,1234498.944316872,1234498.944316872
L00397,B,182021.92,8,Energy,France,No,0.05,0.75,654336.79,654336.7901144604,654336.7901144604
L00398,BBB,542707.84,10,Energy,Germany,No,0.005,0.75,1418687.64,1418687.6417553485,1418687.6417553485
L00399,BB,264425.35,3,Transport,Italy,Yes,0.018,0.45,311633.57,311633.5746422835,311633.5746422835
L00400,BB,224957.07,10,Retail,China,No,0.018,0.75,777242.7,777242.6977344963,777242.6977344963
L00401,AA,206657.97,9,Retail,Brazil,Yes,0.0006,0.45,126436.26,126436.26249937186,126436.26249937186
L00402,B,771694.63,1,Healthcare,Germany,Yes,0.05,0.45,1017860.57,1017860.5740596203,1017860.5740596203
L00403,BBB,322987.31,5,Transport,Italy,Yes,0.005,0.45,318755.02,318755.02263259434,318755.02263259434
L00404,B,952517.59,3,Manufacturing,Italy,No,0.05,0.45,2473996.36,1484397.8159213916,1484397.8159213916
L00405,A,338439.04,6,Energy,Brazil,No,0.002,0.75,430129.96,430129.9569623123,430129.9569623123
L00406,B,188399.69,10,Energy,Brazil,Yes,0.05,0.45,451461.16,451461.163350533,451461.163350533
L00407,BBB,253150.08,2,Healthcare,USA,Yes,0.005,0.45,161500.02,161500.01762214044,161500.01762214044
L00408,AAA,820694.17,9,Retail,UK,Yes,0.0003,0.45,362656.48,362656.4832123897,362656.4832123897
L00409,B,409237.48,6,Healthcare,UK,No,0.05,0.75,1307850.92,1307850.9169709894,1307850.9169709894
L00410,AA,336332.78,7,Retail,Germany,Yes,0.0006,0.45,165144.11,165144.10675874044,165144.10675874044
L00411,A,479265.07,5,Transport,UK,Yes,0.002,0.45,321152.69,321152.69227457343,321152.69227457343
L00412,CCC,568576.63,9,Real Estate,Germany,No,0.2,0.45,2884405.56,1730643.3373993172,0.0
L00413,CCC,773514.28,1,Manufacturing,China,Yes,0.2,0.45,1724675.26,1724675.2635938746,0.0
L00414,BBB,912779.5,5,Finance,Italy,Yes,0.005,0.45,900818.83,900818.8283962863,900818.8283962863
L00415,BB,369577.48,10,Real Estate,USA,Yes,0.018,0.45,766149.91,766149.9082748105,766149.9082748105
L00416,BBB,227971.56,6,Real Estate,USA,No,0.005,0.75,419166.77,419166.76852036134,419166.76852036134
L00417,A,359786.98,7,Retail,Italy,Yes,0.002,0.45,307622.72,307622.7237096336,307622.7237096336
L00418,A,503903.6,4,Retail,Brazil,No,0.002,0.75,485120.08,485120.0818236445,485120.0818236445
L00419,BB,273244.02,1,Retail,France,No,0.018,0.75,420320.67,420320.67325500597,420320.67325500597
L00420,BB,274148.32,8,Real Estate,France,Yes,0.018,0.45,498255.82,498255.815603589,498255.815603589
L00421,BB,525388.85,10,Healthcare,UK,Yes,0.018,0.45,1089153.54,1089153.5361843698,1089153.5361843698
L00422,BB,431781.01,4,Manufacturing,Brazil,Yes,0.018,0.45,564043.62,564043.61728356,564043.61728356
L00423,AA,449728.12,3,Healthcare,Germany,Yes,0.0006,0.45,112168.4,112168.40067934415,112168.40067934415
L00424,BBB,302777.15,7,Retail,China,No,0.005,0.75,615404.49,615404.4884676278,615404.4884676278
L00425,AA,394273.32,2,Energy,USA,No,0.0006,0.75,124205.13,124205.1320867662,124205.1320867662
L00426,BBB,278697.83,8,Healthcare,UK,Yes,0.005,0.45,372293.29,372293.28618502803,372293.28618502803
L00427,BBB,690450.25,6,Manufacturing,Italy,Yes,0.005,0.45,761710.28,761710.2767991998,761710.2767991998
L00428,B,742386.05,7,Energy,Brazil,Yes,0.05,0.45,1512384.71,1512384.7089688727,1512384.7089688727
L00429,BBB,175765.51,5,Manufacturing,USA,Yes,0.005,0.45,173462.35,173462.35404133832,173462.35404133832
L00430,AA,277963.36,9,Retail,Germany,Yes,0.0006,0.45,170061.91,170061.90639619366,170061.90639619366
L00431,AA,209344.26,5,Healthcare,Germany,Yes,0.0006,0.45,77502.16,77502.15621148617,77502.15621148617
L00432,BB,319651.95,5,Finance,France,No,0.018,0.75,764024.66,764024.662699057,764024.662699057
L00433,BB,424336.06,3,Transport,UK,Yes,0.018,0.45,500093.37,500093.3655847387,500093.3655847387
L00434,AA,214309.69,1,Retail,Italy,Yes,0.0006,0.45,27563.16,27563.162114372528,27563.162114372528
L00435,AA,279028.75,2,Real Estate,USA,No,0.0006,0.75,87900.45,87900.45126501398,87900.45126501398
L00436,BB,267806.86,8,Finance,China,Yes,0.018,0.45,486730.41,486730.4145928604,486730.4145928604
L00437,AA,490722.3,1,Real Estate,Germany,Yes,0.0006,0.45,63113.61,63113.61053267236,63113.61053267236
L00438,B,458021.85,7,Manufacturing,USA,Yes,0.05,0.45,933079.55,933079.5511494789,933079.5511494789
L00439,BB,308393.31,5,Real Estate,Italy,Yes,0.018,0.45,442268.71,442268.7138021133,442268.7138021133
L00440,AA,483308.5,3,Finance,USA,No,0.0006,0.75,200906.35,200906.3515965038,200906.3515965038
L00441,AA,336603.16,7,Finance,UK,No,0.0006,0.75,275461.45,275461.4452109474,275461.4452109474
L00442,CCC,386223.87,9,Retail,France,No,0.2,0.45,1959324.78,1175594.8663596674,1175594.8663596674
L00443,BBB,1021442.14,2,Energy,USA,No,0.005,0.75,1086068.02,1086068.0194794384,1086068.0194794384
L00444,BBB,864780.09,8,Retail,Brazil,Yes,0.005,0.45,1155200.32,1155200.316893333,1155200.316893333
L00445,B,231008.41,9,Manufacturing,France,No,0.05,0.75,876520.81,876520.8113638912,876520.8113638912
L00446,B,669888.27,3,Real Estate,Italy,No,0.05,0.45,1739916.57,1043949.9441678126,1043949.9441678126
L00447,CCC,663774.84,2,Energy,France,Yes,0.2,0.45,1547545.41,1547545.4063329748,0.0
L00448,BB,249164.44,7,Healthcare,USA,Yes,0.018,0.45,421008.35,421008.3519699357,421008.3519699357
L00449,BBB,666229.06,5,Transport,USA,Yes,0.005,0.45,657499.08,657499.0797588675,657499.0797588675
L00450,AA,954521.99,5,Finance,Brazil,Yes,0.0006,0.45,353377.31,353377.3143638075,353377.3143638075
L00451,BB,252389.19,10,Energy,Germany,Yes,0.018,0.45,523213.58,523213.5755892208,523213.5755892208
L00452,BBB,279637.27,5,Healthcare,Brazil,No,0.005,0.75,459955.04,459955.0383149052,459955.0383149052
L00453,BBB,735886.18,4,Energy,USA,No,0.005,0.75,1067752.21,1067752.2077743893,1067752.2077743893
L00454,B,506737.12,5,Retail,China,Yes,0.05,0.45,911009.09,911009.0886524847,911009.0886524847
L00455,AA,582880.89,4,Healthcare,France,Yes,0.0006,0.45,180584.58,180584.57524089457,180584.57524089457
L00456,BBB,524549.25,6,Transport,Brazil,No,0.005,0.75,964478.26,964478.2623423692,964478.2623423692
L00457,AAA,537856.98,4,Finance,Brazil,No,0.0003,0.75,191010.01,191010.01103317665,191010.01103317665
