Loan ID,Rating,PD,EAD,LGD,Maturity,Sector,Country,Secured,RWA,RWA_after_CDS,RWA_final
L00283,BBB,0.005,993119.51,0.75,1,Transport,Brazil,No,863434.53,863434.53,863434.53
L00284,AA,0.0006,466110.48,0.45,3,Real Estate,USA,Yes,116254.39,116254.39,116254.39
L00285,BBB,0.005,282266.79,0.75,5,Manufacturing,USA,No,464280.14,464280.14,464280.14
L00286,AAA,0.0003,227485.82,0.75,3,Real Estate,USA,No,63436.99,63436.99,63436.99
L00287,BBB,0.005,402495.75,0.45,1,Retail,UK,Yes,209961.88,209961.88,209961.88
L00288,BBB,0.005,701394.0,0.45,7,Energy,USA,Yes,855363.79,855363.79,855363.79
L00289,A,0.002,415079.54,0.45,7,Energy,Brazil,Yes,354898.61,354898.61,354898.61
L00290,BBB,0.005,941827.55,0.45,10,Real Estate,UK,No,2462022.86,1477213.71,1477213.71
L00291,AAA,0.0003,214145.75,0.75,8,Manufacturing,USA,No,141381.78,141381.78,141381.78
L00292,AAA,0.0003,439747.3,0.45,5,Energy,Germany,Yes,113824.7,113824.7,113824.7
L00293,B,0.05,236523.6,0.75,10,Real Estate,Germany,No,944633.72,944633.72,944633.72
L00294,BBB,0.005,530627.71,0.45,5,Finance,France,Yes,523674.59,523674.59,523674.59
L00295,AA,0.0006,689308.15,0.45,5,Finance,USA,Yes,255191.46,255191.46,255191.46
L00296,BBB,0.005,358476.76,0.75,1,Healthcare,USA,No,311665.62,311665.62,311665.62
L00297,BB,0.018,120317.95,0.75,10,Manufacturing,UK,No,415707.09,415707.09,415707.09
L00298,A,0.002,488685.33,0.45,5,Real Estate,UK,Yes,327465.15,327465.15,327465.15
L00299,BB,0.018,550382.78,0.45,6,Healthcare,China,Yes,859639.23,859639.23,859639.23
L00300,AA,0.0006,541526.55,0.75,1,Finance,USA,No,116079.56,116079.56,116079.56
L00301,AA,0.0006,820682.09,0.45,7,Manufacturing,France,Yes,402966.4,402966.4,402966.4
L00302,BBB,0.005,258971.46,0.75,1,Healthcare,USA,No,225154.07,225154.07,225154.07
L00303,BBB,0.005,621634.79,0.45,2,Transport,Brazil,Yes,396579.09,396579.09,396579.09
L00304,BB,0.018,803115.45,0.45,2,Manufacturing,UK,Yes,843868.78,843868.78,843868.78
L00305,BB,0.018,181807.95,0.45,5,Retail,USA,Yes,260731.88,260731.88,260731.88
L00306,CCC,0.2,519086.55,0.45,10,Transport,UK,Yes,1632831.72,1632831.72,0.0
L00307,BBB,0.005,343832.56,0.75,7,Healthcare,USA,No,698850.96,698850.96,698850.96
L00308,A,0.002,424742.62,0.45,1,Real Estate,Italy,Yes,127531.22,127531.22,127531.22
L00309,BB,0.018,526411.36,0.45,10,Transport,UK,Yes,1091273.24,1091273.24,1091273.24
L00310,A,0.002,346759.15,0.45,1,Transport,France,Yes,104116.27,104116.27,104116.27
L00311,BBB,0.005,315573.2,0.45,1,Healthcare,Italy,Yes,164618.74,164618.74,164618.74
L00312,AA,0.0006,450033.01,0.75,6,Real Estate,Brazil,No,322984.16,322984.16,322984.16
L00313,AAA,0.0003,256883.26,0.75,2,Real Estate,USA,No,52042.23,52042.23,52042.23
L00314,CCC,0.2,257065.82,0.45,1,Finance,China,Yes,573169.85,573169.85,573169.85
L00315,B,0.05,621372.89,0.45,6,Retail,Brazil,No,1985798.33,1191479.0,1191479.0
L00316,BB,0.018,249098.33,0.75,2,Real Estate,UK,No,436230.98,436230.98,436230.98
L00317,BBB,0.005,617328.3,0.75,6,Energy,Italy,No,1135069.25,1135069.25,1135069.25
L00318,A,0.002,557543.41,0.45,10,Energy,Brazil,Yes,631358.03,631358.03,631358.03
L00319,A,0.002,186669.81,0.45,8,Retail,France,Yes,176864.64,176864.64,176864.64
L00320,A,0.002,315280.4,0.45,2,Manufacturing,China,Yes,123815.34,123815.34,123815.34
L00321,BBB,0.005,803758.96,0.45,9,Healthcare,UK,No,1945288.15,1167172.89,1167172.89
L00322,BB,0.018,270876.22,0.75,8,Manufacturing,Italy,No,820514.8,820514.8,820514.8
L00323,BB,0.018,350739.08,0.45,10,Energy,Brazil,Yes,727097.1,727097.1,727097.1
L00324,A,0.002,557395.57,0.45,1,Real Estate,Italy,Yes,167360.97,167360.97,167360.97
L00325,CCC,0.2,654544.76,0.45,7,Retail,Italy,Yes,1859089.33,1859089.33,0.0
L00326,BB,0.018,390128.15,0.45,10,Manufacturing,Brazil,Yes,808752.33,808752.33,808752.33
L00327,BBB,0.005,328156.17,0.75,6,Manufacturing,Germany,No,603374.22,603374.22,603374.22
L00328,BB,0.018,900931.88,0.45,6,Healthcare,USA,Yes,1407159.55,1407159.55,1407159.55
L00329,BBB,0.005,1055420.51,0.45,6,Transport,UK,Yes,1164348.41,1164348.41,1164348.41
L00330,A,0.002,721746.34,0.75,6,Energy,UK,No,917284.02,917284.02,917284.02
L00331,BBB,0.005,461694.67,0.45,10,Real Estate,China,Yes,724147.11,724147.11,724147.11
L00332,BB,0.018,295335.46,0.75,7,Retail,China,No,831704.39,831704.39,831704.39
L00333,AAA,0.0003,292078.48,0.45,3,Manufacturing,China,Yes,48869.63,48869.63,48869.63
L00334,AA,0.0006,574500.96,0.45,6,Healthcare,UK,Yes,247388.13,247388.13,247388.13
L00335,AAA,0.0003,545358.75,0.45,3,Transport,Italy,Yes,91247.66,91247.66,91247.66
L00336,AAA,0.0003,891623.55,0.75,7,Energy,China,No,520656.94,520656.94,520656.94
L00337,B,0.05,612451.51,0.45,7,Energy,Brazil,Yes,1247682.79,1247682.79,1247682.79
L00338,BB,0.018,208659.67,0.45,8,Healthcare,USA,Yes,379232.29,379232.29,379232.29
L00339,BBB,0.005,748610.28,0.75,2,Retail,France,No,795974.29,795974.29,795974.29
L00340,AA,0.0006,268597.62,0.45,9,Manufacturing,UK,Yes,164331.81,164331.81,164331.81
L00341,BBB,0.005,365132.06,0.45,5,Retail,Brazil,Yes,360347.53,360347.53,360347.53
L00342,BBB,0.005,501370.24,0.45,9,Healthcare,USA,Yes,728061.25,728061.25,728061.25
L00343,A,0.002,1200001.96,0.45,10,Healthcare,USA,Yes,1358873.34,1358873.34,1358873.34
L00344,BBB,0.005,2094780.39,0.45,5,Retail,Germany,No,3445552.14,2067331.29,0.0
L00345,BBB,0.005,599206.48,0.75,7,Finance,Brazil,No,1217906.82,1217906.82,1217906.82
L00346,BB,0.018,403689.66,0.75,9,Transport,UK,No,1308799.15,1308799.15,1308799.15
L00347,BB,0.018,577955.89,0.75,4,Energy,China,No,1258324.33,1258324.33,1258324.33
L00348,AAA,0.0003,689572.91,0.45,2,Finance,Italy,Yes,83820.74,83820.74,83820.74
L00349,BBB,0.005,376874.0,0.75,9,Real Estate,China,No,912124.86,912124.86,912124.86
L00350,BB,0.018,1085559.06,0.45,2,Energy,USA,Yes,1140644.73,1140644.73,1140644.73
L00351,BBB,0.005,496349.39,0.45,3,Energy,USA,Yes,374383.03,374383.03,374383.03
L00352,B,0.05,567429.36,0.45,10,Transport,France,Yes,1359727.92,1359727.92,1359727.92
L00353,BB,0.018,617208.47,0.45,2,Real Estate,China,Yes,648528.13,648528.13,648528.13
L00354,A,0.002,546228.85,0.75,3,Manufacturing,Germany,No,441694.02,441694.02,441694.02
L00355,AA,0.0006,672979.57,0.45,6,Real Estate,USA,Yes,289794.4,289794.4,289794.4
L00356,BB,0.018,324932.71,0.45,3,Manufacturing,USA,Yes,382943.4,382943.4,382943.4
L00357,AAA,0.0003,334652.89,0.45,10,Real Estate,Italy,Yes,163194.19,163194.19,163194.19
L00358,BBB,0.005,255230.64,0.45,8,Retail,Italy,Yes,340945.08,340945.08,340945.08
L00359,B,0.05,551143.57,0.45,6,Healthcare,France,Yes,1056814.67,1056814.67,1056814.67
L00360,BBB,0.005,653088.71,0.75,7,Real Estate,Brazil,No,1327424.22,1327424.22,1327424.22
L00361,BBB,0.005,556201.79,0.45,1,Finance,France,Yes,290142.62,290142.62,290142.62
L00362,BB,0.018,1021973.6,0.45,3,Finance,France,No,2007379.94,1204427.96,1204427.96
L00363,BBB,0.005,441177.25,0.45,3,Transport,Italy,Yes,332768.17,332768.17,332768.17
L00364,BBB,0.005,618078.55,0.45,2,Healthcare,China,Yes,394310.35,394310.35,394310.35
L00365,B,0.05,256311.7,0.75,7,Healthcare,China,No,870261.27,870261.27,870261.27
L00366,BBB,0.005,364561.36,0.75,9,Manufacturing,China,No,882325.34,882325.34,882325.34
L00367,CCC,0.2,626415.32,0.45,4,Energy,Brazil,Yes,1587944.11,1587944.11,0.0
L00368,B,0.05,676407.55,0.45,5,Transport,Italy,No,2026736.02,1216041.61,1216041.61
L00369,A,0.002,381939.13,0.75,3,Finance,Germany,No,308845.33,308845.33,308845.33
L00370,AA,0.0006,426855.31,0.75,9,Finance,UK,No,435260.17,435260.17,435260.17
L00371,AA,0.0006,207121.97,0.75,4,Manufacturing,UK,No,106948.76,106948.76,106948.76
L00372,AAA,0.0003,370084.04,0.75,5,Finance,Germany,No,159654.97,159654.97,159654.97
L00373,AA,0.0006,690514.04,0.45,1,Finance,China,Yes,88809.57,88809.57,88809.57
L00374,BB,0.018,589837.59,0.75,2,Manufacturing,UK,No,1032947.23,1032947.23,1032947.23
L00375,AA,0.0006,568259.16,0.45,9,Finance,Brazil,Yes,347668.97,347668.97,347668.97
L00376,A,0.002,453561.81,0.75,2,Energy,Italy,No,296867.53,296867.53,296867.53
L00377,B,0.05,443978.57,0.45,5,Retail,UK,Yes,798182.13,798182.13,798182.13
L00378,AAA,0.0003,318010.42,0.45,8,Transport,Brazil,Yes,125972.75,125972.75,125972.75
L00379,B,0.05,627446.83,0.45,3,Energy,Italy,Yes,977809.45,977809.45,977809.45
L00380,A,0.002,546061.27,0.45,6,Energy,Brazil,Yes,416401.09,416401.09,416401.09
L00381,AA,0.0006,565807.63,0.45,4,Retail,Germany,Yes,175295.04,175295.04,175295.04
L00382,BB,0.018,340095.79,0.45,7,Healthcare,France,Yes,574653.3,574653.3,574653.3
L00383,BB,0.018,150742.53,0.75,10,Transport,Germany,No,520826.18,520826.18,520826.18
L00384,B,0.05,765723.45,0.45,3,Energy,UK,No,1988831.54,1193298.93,1193298.93
L00385,BB,0.018,348217.05,0.45,6,Finance,Italy,Yes,543877.91,543877.91,543877.91
L00386,B,0.05,287394.79,0.75,10,Retail,Brazil,No,1147804.31,1147804.31,1147804.31
L00387,A,0.002,625770.8,0.45,9,Healthcare,UK,Yes,650759.64,650759.64,650759.64
L00388,A,0.002,363666.92,0.45,10,Transport,UK,Yes,411813.73,411813.73,411813.73
L00389,BB,0.018,751606.5,0.75,1,Real Estate,France,No,1156167.11,1156167.11,1156167.11
L00390,B,0.05,602295.2,0.45,3,Manufacturing,China,No,1564355.5,938613.3,938613.3
L00391,CCC,0.2,622677.91,0.45,2,Finance,UK,Yes,1451730.74,1451730.74,1451730.74
L00392,BBB,0.005,223467.7,0.45,8,Retail,France,Yes,298515.15,298515.15,298515.15
L00393,BBB,0.005,810958.36,0.45,7,Manufacturing,Italy,Yes,988979.68,988979.68,988979.68
L00394,BB,0.018,504148.06,0.45,2,Healthcare,Italy,Yes,529730.58,529730.58,529730.58
L00395,A,0.002,367824.58,0.45,6,Healthcare,Brazil,Yes,280486.03,280486.03,280486.03
L00396,B,0.05,475296.56,0.75,3,Real Estate,China,No,1234498.94,1234498.94,1234498.94
L00397,B,0.05,182021.92,0.75,8,Energy,France,No,654336.79,654336.79,654336.79
L00398,BBB,0.005,542707.84,0.75,10,Energy,Germany,No,1418687.64,1418687.64,1418687.64
L00399,BB,0.018,264425.35,0.45,3,Transport,Italy,Yes,311633.57,311633.57,311633.57
L00400,BB,0.018,224957.07,0.75,10,Retail,China,No,777242.7,777242.7,777242.7
L00401,AA,0.0006,206657.97,0.45,9,Retail,Brazil,Yes,126436.26,126436.26,126436.26
L00402,B,0.05,771694.63,0.45,1,Healthcare,Germany,Yes,1017860.57,1017860.57,1017860.57
L00403,BBB,0.005,322987.31,0.45,5,Transport,Italy,Yes,318755.02,318755.02,318755.02
L00404,B,0.05,952517.59,0.45,3,Manufacturing,Italy,No,2473996.36,1484397.82,1484397.82
L00405,A,0.002,338439.04,0.75,6,Energy,Brazil,No,430129.96,430129.96,430129.96
L00406,B,0.05,188399.69,0.45,10,Energy,Brazil,Yes,451461.16,451461.16,451461.16
L00407,BBB,0.005,253150.08,0.45,2,Healthcare,USA,Yes,161500.02,161500.02,161500.02
L00408,AAA,0.0003,820694.17,0.45,9,Retail,UK,Yes,362656.48,362656.48,362656.48
L00409,B,0.05,409237.48,0.75,6,Healthcare,UK,No,1307850.92,1307850.92,1307850.92
L00410,AA,0.0006,336332.78,0.45,7,Retail,Germany,Yes,165144.11,165144.11,165144.11
L00411,A,0.002,479265.07,0.45,5,Transport,UK,Yes,321152.69,321152.69,321152.69
L00412,CCC,0.2,568576.63,0.45,9,Real Estate,Germany,No,2884405.56,1730643.34,0.0
L00413,CCC,0.2,773514.28,0.45,1,Manufacturing,China,Yes,1724675.26,1724675.26,0.0
L00414,BBB,0.005,912779.5,0.45,5,Finance,Italy,Yes,900818.83,900818.83,900818.83
L00415,BB,0.018,369577.48,0.45,10,Real Estate,USA,Yes,766149.91,766149.91,766149.91
L00416,BBB,0.005,227971.56,0.75,6,Real Estate,USA,No,419166.77,419166.77,419166.77
L00417,A,0.002,359786.98,0.45,7,Retail,Italy,Yes,307622.72,307622.72,307622.72
L00418,A,0.002,503903.6,0.75,4,Retail,Brazil,No,485120.08,485120.08,485120.08
L00419,BB,0.018,273244.02,0.75,1,Retail,France,No,420320.67,420320.67,420320.67
L00420,BB,0.018,274148.32,0.45,8,Real Estate,France,Yes,498255.82,498255.82,498255.82
L00421,BB,0.018,525388.85,0.45,10,Healthcare,UK,Yes,1089153.54,1089153.54,1089153.54
L00422,BB,0.018,431781.01,0.45,4,Manufacturing,Brazil,Yes,564043.62,564043.62,564043.62
L00423,AA,0.0006,449728.12,0.45,3,Healthcare,Germany,Yes,112168.4,112168.4,112168.4
L00424,BBB,0.005,302777.15,0.75,7,Retail,China,No,615404.49,615404.49,615404.49
L00425,AA,0.0006,394273.32,0.75,2,Energy,USA,No,124205.13,124205.13,124205.13
L00426,BBB,0.005,278697.83,0.45,8,Healthcare,UK,Yes,372293.29,372293.29,372293.29
L00427,BBB,0.005,690450.25,0.45,6,Manufacturing,Italy,Yes,761710.28,761710.28,761710.28
L00428,B,0.05,742386.05,0.45,7,Energy,Brazil,Yes,1512384.71,1512384.71,1512384.71
L00429,BBB,0.005,175765.51,0.45,5,Manufacturing,USA,Yes,173462.35,173462.35,173462.35
L00430,AA,0.0006,277963.36,0.45,9,Retail,Germany,Yes,170061.91,170061.91,170061.91
L00431,AA,0.0006,209344.26,0.45,5,Healthcare,Germany,Yes,77502.16,77502.16,77502.16
L00432,BB,0.018,319651.95,0.75,5,Finance,France,No,764024.66,764024.66,764024.66
L00433,BB,0.018,424336.06,0.45,3,Transport,UK,Yes,500093.37,500093.37,500093.37
L00434,AA,0.0006,214309.69,0.45,1,Retail,Italy,Yes,27563.16,27563.16,27563.16
L00435,AA,0.0006,279028.75,0.75,2,Real Estate,USA,No,87900.45,87900.45,87900.45
L00436,BB,0.018,267806.86,0.45,8,Finance,China,Yes,486730.41,486730.41,486730.41
L00437,AA,0.0006,490722.3,0.45,1,Real Estate,Germany,Yes,63113.61,63113.61,63113.61
L00438,B,0.05,458021.85,0.45,7,Manufacturing,USA,Yes,933079.55,933079.55,933079.55
L00439,BB,0.018,308393.31,0.45,5,Real Estate,Italy,Yes,442268.71,442268.71,442268.71
L00440,AA,0.0006,483308.5,0.75,3,Finance,USA,No,200906.35,200906.35,200906.35
L00441,AA,0.0006,336603.16,0.75,7,Finance,UK,No,275461.45,275461.45,275461.45
L00442,CCC,0.2,386223.87,0.45,9,Retail,France,No,1959324.78,1175594.87,1175594.87
L00443,BBB,0.005,1021442.14,0.75,2,Energy,USA,No,1086068.02,1086068.02,1086068.02
L00444,BBB,0.005,864780.09,0.45,8,Retail,Brazil,Yes,1155200.32,1155200.32,1155200.32
L00445,B,0.05,231008.41,0.75,9,Manufacturing,France,No,876520.81,876520.81,876520.81
L00446,B,0.05,669888.27,0.45,3,Real Estate,Italy,No,1739916.57,1043949.94,1043949.94
L00447,CCC,0.2,663774.84,0.45,2,Energy,France,Yes,1547545.41,1547545.41,0.0
L00448,BB,0.018,249164.44,0.45,7,Healthcare,USA,Yes,421008.35,421008.35,421008.35
L00449,BBB,0.005,666229.06,0.45,5,Transport,USA,Yes,657499.08,657499.08,657499.08
L00450,AA,0.0006,954521.99,0.45,5,Finance,Brazil,Yes,353377.31,353377.31,353377.31
L00451,BB,0.018,252389.19,0.45,10,Energy,Germany,Yes,523213.58,523213.58,523213.58
L00452,BBB,0.005,279637.27,0.75,5,Healthcare,Brazil,No,459955.04,459955.04,459955.04
L00453,BBB,0.005,735886.18,0.75,4,Energy,USA,No,1067752.21,1067752.21,1067752.21
L00454,B,0.05,506737.12,0.45,5,Retail,China,Yes,911009.09,911009.09,911009.09
L00455,AA,0.0006,582880.89,0.45,4,Healthcare,France,Yes,180584.58,180584.58,180584.58
L00456,BBB,0.005,524549.25,0.75,6,Transport,Brazil,No,964478.26,964478.26,964478.26
L00457,AAA,0.0003,537856.98,0.75,4,Finance,Brazil,No,191010.01,191010.01,191010.01
L00458,BBB,0.005,227923.18,0.45,2,Manufacturing,China,Yes,145406.23,145406.23,145406.23
L00459,AA,0.0006,746879.29,0.75,9,Manufacturing,China,No,761585.48,761585.48,761585.48
L00460,AA,0.0006,793965.27,0.75,2,Energy,China,No,250117.26,250117.26,250117.26
L00461,AA,0.0006,394472.47,0.75,9,Healthcare,Germany,No,402239.71,402239.71,402239.71
L00462,BB,0.018,432899.78,0.45,10,Energy,USA,Yes,897419.74,897419.74,897419.74
L00463,BB,0.018,205755.99,0.45,6,Real Estate,USA,Yes,321368.92,321368.92,321368.92
L00464,BBB,0.005,572133.35,0.75,9,Transport,Italy,No,1384699.0,1384699.0,1384699.0
L00465,CCC,0.2,588910.04,0.45,9,Finance,Germany,Yes,1792534.52,1792534.52,0.0
L00466,BBB,0.005,428868.01,0.75,3,Energy,Italy,No,539139.39,539139.39,539139.39
L00467,A,0.002,776208.68,0.45,1,Real Estate,Italy,Yes,233060.76,233060.76,233060.76
L00468,B,0.05,374355.58,0.45,1,Healthcare,Italy,Yes,493772.76,493772.76,493772.76
L00469,A,0.002,586719.99,0.45,3,Transport,UK,Yes,284661.69,284661.69,284661.69
L00470,CCC,0.2,265711.88,0.45,5,Finance,Italy,Yes,700613.02,700613.02,700613.02
L00471,AAA,0.0003,437234.05,0.75,3,Manufacturing,Brazil,No,121927.65,121927.65,121927.65
L00472,CCC,0.2,405478.39,0.45,9,Real Estate,France,Yes,1234202.11,1234202.11,1234202.11
L00473,AAA,0.0003,495168.78,0.75,9,Healthcare,Brazil,No,364683.49,364683.49,364683.49
L00474,B,0.05,367778.65,0.75,3,Transport,Brazil,No,955240.15,955240.15,955240.15
L00475,BBB,0.005,414266.06,0.45,3,Real Estate,USA,Yes,312469.78,312469.78,312469.78
L00476,CCC,0.2,668655.05,0.45,5,Energy,UK,No,2938448.66,1763069.2,0.0
L00477,AA,0.0006,355619.95,0.45,2,Retail,Italy,Yes,67217.06,67217.06,67217.06
L00478,BBB,0.005,198136.5,0.75,6,Manufacturing,USA,No,364309.64,364309.64,364309.64
L00479,CCC,0.2,1061073.78,0.45,7,Energy,Germany,Yes,3013744.91,3013744.91,0.0
L00480,BBB,0.005,882687.97,0.45,9,Energy,Germany,Yes,1281789.1,1281789.1,1281789.1
L00481,BB,0.018,231855.28,0.45,6,Healthcare,USA,Yes,362133.23,362133.23,362133.23
L00482,BB,0.018,624591.99,0.75,3,Healthcare,France,No,1226835.44,1226835.44,1226835.44
L00483,BBB,0.005,344039.8,0.75,5,Transport,USA,No,565886.08,565886.08,565886.08
L00484,BB,0.018,504712.18,0.45,4,Healthcare,USA,Yes,659314.97,659314.97,659314.97
L00485,BBB,0.005,512528.74,0.45,5,Real Estate,UK,Yes,505812.78,505812.78,505812.78
L00486,B,0.05,393484.16,0.45,8,Manufacturing,Germany,Yes,848703.81,848703.81,848703.81
L00487,AAA,0.0003,298975.58,0.75,8,Energy,Germany,No,197387.53,197387.53,197387.53
L00488,A,0.002,313241.42,0.45,6,Transport,Italy,Yes,238863.43,238863.43,238863.43
L00489,CCC,0.2,279820.62,0.75,1,Manufacturing,Brazil,No,1039842.26,1039842.26,1039842.26
L00490,B,0.05,291877.33,0.45,8,Healthcare,USA,Yes,629548.6,629548.6,629548.6
L00491,BBB,0.005,427799.91,0.45,8,Healthcare,USA,Yes,571468.51,571468.51,571468.51
L00492,BB,0.018,309316.41,0.75,2,Real Estate,France,No,541687.3,541687.3,541687.3
L00493,A,0.002,622205.71,0.75,4,Healthcare,China,No,599012.36,599012.36,599012.36
L00494,A,0.002,930635.6,0.75,2,Energy,China,No,609124.25,609124.25,609124.25
L00495,BBB,0.005,331033.01,0.45,4,Finance,Germany,Yes,288192.31,288192.31,288192.31
L00496,BBB,0.005,498671.21,0.75,10,Energy,France,No,1303571.89,1303571.89,1303571.89
L00497,BBB,0.005,567980.61,0.45,7,Energy,UK,Yes,692663.53,692663.53,692663.53
L00498,AA,0.0006,560173.11,0.75,9,Healthcare,Italy,No,571203.02,571203.02,571203.02
L00499,CCC,0.2,459538.33,0.45,8,Manufacturing,France,Yes,1351983.73,1351983.73,1351983.73
L00500,CCC,0.2,641356.8,0.45,9,Healthcare,Germany,Yes,1952172.87,1952172.87,0.0
L00501,BB,0.018,563050.43,0.45,8,Manufacturing,UK,Yes,1023326.17,1023326.17,1023326.17
L00502,BBB,0.005,238272.15,0.45,2,Manufacturing,USA,Yes,152008.47,152008.47,152008.47
L00503,A,0.002,683223.99,0.45,7,Manufacturing,UK,Yes,584165.73,584165.73,584165.73
L00504,B,0.05,689447.22,0.45,2,Transport,Brazil,No,1653172.69,991903.62,991903.62
L00505,BB,0.018,302052.75,0.75,2,Retail,France,No,528966.88,528966.88,528966.88
L00506,A,0.002,450885.6,0.75,4,Healthcare,Germany,No,434078.38,434078.38,434078.38
L00507,B,0.05,622603.09,0.45,1,Transport,France,Yes,821209.73,821209.73,821209.73
L00508,B,0.05,398452.31,0.45,5,Energy,USA,Yes,716335.28,716335.28,716335.28
L00509,B,0.05,756523.61,0.45,6,Transport,China,No,2417716.23,1450629.74,1450629.74
L00510,BB,0.018,1442569.2,0.45,9,Real Estate,USA,Yes,2806165.52,2806165.52,0.0
L00511,BB,0.018,298643.84,0.45,10,Finance,Germany,Yes,619101.44,619101.44,619101.44
L00512,BBB,0.005,221788.1,0.75,8,Manufacturing,Brazil,No,493785.81,493785.81,493785.81
L00513,B,0.05,514993.37,0.45,2,Healthcare,Italy,Yes,740917.9,740917.9,740917.9
L00514,B,0.05,634619.73,0.45,1,Real Estate,UK,Yes,837059.61,837059.61,837059.61
L00515,AAA,0.0003,394181.53,0.75,2,Healthcare,UK,No,79857.62,79857.62,79857.62
L00516,AAA,0.0003,914955.15,0.45,7,Finance,USA,Yes,320568.75,320568.75,320568.75
L00517,BBB,0.005,226544.6,0.75,4,Real Estate,France,No,328710.48,328710.48,328710.48
L00518,B,0.05,625595.52,0.45,10,Healthcare,China,Yes,1499111.18,1499111.18,1499111.18
L00519,CCC,0.2,326788.87,0.75,5,Energy,France,No,1436095.22,1436095.22,1436095.22
L00520,A,0.002,1045168.79,0.45,7,Manufacturing,Brazil,Yes,893633.42,893633.42,893633.42
L00521,BBB,0.005,1198112.16,0.45,3,Real Estate,Italy,No,1506173.11,903703.86,903703.86
L00522,BBB,0.005,301544.15,0.45,10,Energy,France,Yes,472958.3,472958.3,472958.3
L00523,CCC,0.2,336119.3,0.75,2,Manufacturing,UK,No,1306065.07,1306065.07,1306065.07
L00524,B,0.05,679963.19,0.45,7,Retail,China,Yes,1385217.21,1385217.21,1385217.21
L00525,B,0.05,364555.72,0.45,5,Energy,France,Yes,655396.18,655396.18,655396.18
L00526,BBB,0.005,432481.31,0.75,1,Transport,China,No,376006.4,376006.4,376006.4
L00527,BBB,0.005,448065.28,0.45,1,Healthcare,Italy,Yes,233733.22,233733.22,233733.22
L00528,A,0.002,169424.63,0.45,9,Manufacturing,UK,Yes,176190.25,176190.25,176190.25
L00529,AA,0.0006,439362.95,0.45,5,Real Estate,China,Yes,162658.27,162658.27,162658.27
L00530,B,0.05,313368.82,0.45,1,Finance,France,Yes,413331.59,413331.59,413331.59
L00531,B,0.05,345738.71,0.45,7,Real Estate,UK,Yes,704336.97,704336.97,704336.97
L00532,CCC,0.2,910560.84,0.45,9,Transport,USA,Yes,2771580.76,2771580.76,0.0
L00533,CCC,0.2,236037.64,0.45,1,Healthcare,USA,Yes,526284.12,526284.12,526284.12
L00534,BBB,0.005,664375.38,0.45,10,Transport,Brazil,No,1736737.65,1042042.59,1042042.59
L00535,BB,0.018,384815.21,0.45,4,Real Estate,USA,Yes,502691.31,502691.31,502691.31
L00536,B,0.05,384661.85,0.45,3,Healthcare,France,Yes,599454.77,599454.77,599454.77
L00537,B,0.05,656833.57,0.45,5,Finance,Italy,No,1968086.04,1180851.63,1180851.63
L00538,A,0.002,524408.19,0.75,7,Manufacturing,UK,No,747293.47,747293.47,747293.47
L00539,BBB,0.005,588484.87,0.45,8,Healthcare,China,Yes,786116.51,786116.51,786116.51
L00540,AA,0.0006,717904.86,0.45,2,Energy,Germany,Yes,135693.89,135693.89,135693.89
L00541,CCC,0.2,374874.21,0.45,7,Healthcare,USA,No,1774578.52,1064747.11,1064747.11
L00542,BB,0.018,325748.74,0.45,1,Transport,USA,Yes,300651.99,300651.99,300651.99
L00543,A,0.002,257152.54,0.45,7,Transport,Germany,Yes,219868.89,219868.89,219868.89
L00544,BB,0.018,292814.54,0.45,8,Transport,China,Yes,532181.07,532181.07,532181.07
L00545,BB,0.018,1932929.36,0.45,2,Finance,China,No,3385023.38,2031014.03,0.0
L00546,BBB,0.005,824341.19,0.45,9,Healthcare,Germany,Yes,1197061.23,1197061.23,1197061.23
