Loan ID,Rating,EAD,Maturity,Sector,Country,Secured,PD,LGD
L01656,B,383817.5,8,Transport,Brazil,No,0.05,0.75
L01657,BBB,804021.61,4,Finance,Brazil,Yes,0.005,0.45
L01658,A,691987.79,3,Energy,France,Yes,0.002,0.45
L01659,BBB,222697.64,4,Transport,France,No,0.005,0.75
L01660,BBB,527413.39,5,Retail,USA,Yes,0.005,0.45
L01661,BB,164536.45,1,Real Estate,China,No,0.018,0.75
L01662,BBB,452918.49,1,Transport,UK,No,0.005,0.75
L01663,B,1142676.08,3,Manufacturing,China,Yes,0.05,0.45
L01664,BBB,275420.32,6,Real Estate,France,Yes,0.005,0.45
L01665,CCC,291512.59,1,Real Estate,USA,Yes,0.2,0.45
L01666,B,648239.1,2,Retail,China,Yes,0.05,0.45
L01667,A,204556.45,7,Retail,Germany,Yes,0.002,0.45
L01668,B,322423.92,1,Energy,Italy,Yes,0.05,0.45
L01669,AA,596133.89,7,Energy,China,Yes,0.0006,0.45
L01670,B,322177.23,4,Manufacturing,UK,No,0.05,0.75
L01671,BBB,393176.94,10,Real Estate,USA,No,0.005,0.75
L01672,B,641839.05,6,Healthcare,China,Yes,0.05,0.45
L01673,B,546217.78,8,Manufacturing,Brazil,Yes,0.05,0.45
L01674,B,505553.53,9,Manufacturing,Germany,Yes,0.05,0.45
L01675,BB,373412.45,6,Healthcare,Italy,Yes,0.018,0.45
L01676,A,532336.22,9,Healthcare,Germany,No,0.002,0.75
L01677,AA,415872.36,4,Healthcare,USA,Yes,0.0006,0.45
L01678,BBB,556210.89,6,Retail,France,No,0.005,0.75
L01679,A,345080.84,8,Manufacturing,Italy,Yes,0.002,0.45
L01680,BB,403816.37,9,Manufacturing,Germany,No,0.018,0.75
L01681,A,269688.02,3,Transport,France,Yes,0.002,0.45
L01682,CCC,434736.85,2,Healthcare,UK,No,0.2,0.75
L01683,BB,294931.84,6,Healthcare,USA,No,0.018,0.75
L01684,B,253463.92,4,Energy,USA,No,0.05,0.75
L01685,AA,503495.76,1,Energy,Italy,No,0.0006,0.75
L01686,B,492066.86,8,Real Estate,Germany,Yes,0.05,0.45
L01687,B,654375.66,9,Energy,UK,No,0.05,0.75
L01688,BBB,356623.98,9,Finance,Brazil,Yes,0.005,0.45
L01689,BB,542545.06,2,Real Estate,Italy,Yes,0.018,0.45
L01690,BB,582683.12,9,Healthcare,Brazil,Yes,0.018,0.45
L01691,A,552598.46,7,Transport,Italy,No,0.002,0.75
L01692,BBB,292778.95,5,Energy,Germany,No,0.005,0.75
L01693,BBB,476718.64,7,Transport,UK,No,0.005,0.75
L01694,AA,530762.62,9,Energy,Germany,No,0.0006,0.75
L01695,BBB,444004.17,8,Energy,USA,Yes,0.005,0.45
L01696,AA,155867.44,6,Transport,Brazil,No,0.0006,0.75
L01697,AAA,479378.05,4,Manufacturing,France,No,0.0003,0.75
L01698,AA,1337436.82,1,Manufacturing,China,Yes,0.0006,0.45
L01699,CCC,369527.47,6,Manufacturing,USA,Yes,0.2,0.45
L01700,BBB,307417.32,3,Finance,USA,No,0.005,0.75
L01701,CCC,533211.95,6,Manufacturing,Brazil,No,0.2,0.75
L01702,BBB,517202.16,6,Energy,Italy,No,0.005,0.75
L01703,A,803206.87,4,Healthcare,USA,No,0.002,0.75
L01704,BBB,235877.04,2,Retail,China,No,0.005,0.75
L01705,BBB,637742.66,9,Transport,UK,No,0.005,0.75
L01706,AA,594342.5,2,Healthcare,USA,No,0.0006,0.75
L01707,BB,412061.02,3,Retail,UK,No,0.018,0.75
L01708,A,524050.67,10,Healthcare,Germany,Yes,0.002,0.45
L01709,BB,740239.26,1,Finance,Italy,No,0.018,0.75
L01710,BB,684304.1,7,Retail,UK,Yes,0.018,0.45
L01711,A,249818.6,1,Real Estate,USA,No,0.002,0.75
L01712,AA,666689.1,9,Manufacturing,Italy,Yes,0.0006,0.45
L01713,BB,428332.78,1,Finance,China,Yes,0.018,0.45
L01714,BBB,458830.92,5,Healthcare,Italy,Yes,0.005,0.45
L01715,AA,458905.0,7,Energy,UK,No,0.0006,0.75
L01716,CCC,410396.28,3,Manufacturing,UK,Yes,0.2,0.45
L01717,AA,802794.26,9,Manufacturing,France,Yes,0.0006,0.45
L01718,BB,424276.66,8,Retail,France,Yes,0.018,0.45
L01719,CCC,252767.9,3,Real Estate,Italy,Yes,0.2,0.45
L01720,A,363391.15,5,Manufacturing,Brazil,Yes,0.002,0.45
L01721,AA,483761.53,7,Healthcare,Brazil,Yes,0.0006,0.45
L01722,AA,817991.64,4,Healthcare,France,Yes,0.0006,0.45
L01723,A,598120.4,5,Transport,USA,Yes,0.002,0.45
L01724,AA,289159.11,3,Transport,Germany,Yes,0.0006,0.45
L01725,BB,1532782.02,9,Manufacturing,Italy,Yes,0.018,0.45
L01726,AA,505037.34,10,Retail,Germany,No,0.0006,0.75
L01727,BBB,837097.11,9,Retail,France,Yes,0.005,0.45
L01728,CCC,410094.45,7,Energy,UK,Yes,0.2,0.45
L01729,B,577624.7,10,Finance,China,Yes,0.05,0.45
L01730,BB,673157.26,2,Finance,Italy,Yes,0.018,0.45
L01731,A,813496.87,7,Finance,France,Yes,0.002,0.45
L01732,BB,750642.03,7,Real Estate,USA,Yes,0.018,0.45
L01733,BBB,684263.6,5,Retail,China,No,0.005,0.75
L01734,BBB,377927.11,9,Energy,Italy,No,0.005,0.75
L01735,AA,332410.85,3,Transport,Italy,Yes,0.0006,0.45
L01736,B,522460.03,4,Healthcare,Brazil,No,0.05,0.75
L01737,BBB,705430.85,1,Finance,UK,Yes,0.005,0.45
L01738,A,395790.24,6,Transport,Italy,No,0.002,0.75
L01739,BBB,753576.62,4,Transport,UK,Yes,0.005,0.45
L01740,BBB,914660.62,1,Manufacturing,France,No,0.005,0.75
L01741,B,279802.57,2,Real Estate,USA,Yes,0.05,0.45
L01742,BB,291134.21,3,Energy,China,No,0.018,0.75
L01743,BB,412426.16,9,Real Estate,China,Yes,0.018,0.45
L01744,AAA,515971.25,8,Manufacturing,USA,Yes,0.0003,0.45
L01745,BBB,340345.48,7,Energy,Italy,No,0.005,0.75
L01746,BBB,869871.99,4,Energy,Italy,Yes,0.005,0.45
L01747,AAA,546906.66,1,Retail,France,No,0.0003,0.75
L01748,A,451225.97,8,Real Estate,Brazil,No,0.002,0.75
L01749,BB,215786.6,4,Real Estate,Brazil,Yes,0.018,0.45
L01750,AA,229140.83,3,Retail,Brazil,Yes,0.0006,0.45
L01751,BBB,509153.4,9,Transport,UK,Yes,0.005,0.45
L01752,A,152314.42,10,Manufacturing,Brazil,No,0.002,0.75
L01753,AAA,734039.93,4,Real Estate,USA,Yes,0.0003,0.45
L01754,A,408776.19,4,Retail,China,Yes,0.002,0.45
L01755,CCC,2239014.75,9,Healthcare,China,No,0.2,0.75
L01756,B,1402768.2,2,Energy,UK,Yes,0.05,0.45
L01757,CCC,404042.55,5,Finance,France,No,0.2,0.75
L01758,BBB,419505.33,4,Healthcare,USA,No,0.005,0.75
L01759,AA,727806.69,9,Retail,China,Yes,0.0006,0.45
L01760,BBB,1036734.37,5,Finance,USA,Yes,0.005,0.45
L01761,BBB,195044.98,9,Transport,China,No,0.005,0.75
L01762,B,181101.38,9,Manufacturing,Germany,Yes,0.05,0.45
L01763,AA,324156.79,2,Finance,France,Yes,0.0006,0.45
L01764,BBB,592063.27,9,Transport,France,Yes,0.005,0.45
L01765,A,567182.72,3,Finance,Germany,No,0.002,0.75
L01766,A,755311.65,4,Energy,UK,No,0.002,0.75
L01767,BB,242838.34,1,Energy,China,Yes,0.018,0.45
L01768,BBB,138958.15,1,Energy,China,Yes,0.005,0.45
L01769,BBB,679428.37,1,Energy,China,No,0.005,0.75
L01770,BBB,292406.98,9,Retail,Brazil,No,0.005,0.75
L01771,BBB,161257.23,8,Energy,Brazil,Yes,0.005,0.45
L01772,BB,475694.86,5,Healthcare,Brazil,Yes,0.018,0.45
L01773,B,657755.03,5,Energy,Brazil,No,0.05,0.75
L01774,CCC,416220.91,9,Healthcare,Brazil,No,0.2,0.75
L01775,BB,351890.67,3,Retail,Germany,No,0.018,0.75
L01776,A,408529.29,3,Energy,France,No,0.002,0.75
L01777,BB,367584.54,7,Transport,UK,No,0.018,0.75
L01778,BBB,225477.68,9,Transport,USA,Yes,0.005,0.45
L01779,A,309483.38,6,Real Estate,Brazil,No,0.002,0.75
L01780,B,574146.55,2,Transport,Germany,No,0.05,0.75
L01781,AAA,519612.84,1,Manufacturing,China,No,0.0003,0.75
L01782,B,481195.98,2,Manufacturing,UK,Yes,0.05,0.45
L01783,BBB,268989.0,1,Manufacturing,UK,Yes,0.005,0.45
L01784,BB,404031.62,10,Retail,UK,No,0.018,0.75
L01785,BB,148965.12,10,Transport,Germany,Yes,0.018,0.45
L01786,B,483708.79,9,Healthcare,USA,Yes,0.05,0.45
L01787,BB,903859.18,10,Manufacturing,Brazil,No,0.018,0.75
L01788,BB,211701.79,8,Real Estate,UK,Yes,0.018,0.45
L01789,AA,330062.12,7,Retail,Germany,No,0.0006,0.75
L01790,BBB,521546.33,3,Real Estate,China,No,0.005,0.75
L01791,A,827712.64,8,Transport,France,Yes,0.002,0.45
L01792,BB,353588.01,2,Energy,China,No,0.018,0.75
L01793,BBB,312973.82,2,Real Estate,Germany,No,0.005,0.75
L01794,BB,165303.5,10,Energy,Germany,Yes,0.018,0.45
L01795,AAA,465896.63,3,Retail,Germany,Yes,0.0003,0.45
L01796,AA,1228172.71,7,Real Estate,UK,No,0.0006,0.75
L01797,BB,508224.84,1,Real Estate,Germany,Yes,0.018,0.45
L01798,AA,437512.48,8,Finance,France,Yes,0.0006,0.45
L01799,AA,519717.75,7,Retail,UK,Yes,0.0006,0.45
L01800,AAA,439966.56,4,Retail,China,Yes,0.0003,0.45
L01801,CCC,294635.07,5,Manufacturing,France,Yes,0.2,0.45
L01802,BB,667730.52,10,Transport,Italy,No,0.018,0.75
L01803,BBB,495281.1,1,Real Estate,China,No,0.005,0.75
L01804,A,446326.77,4,Real Estate,Germany,Yes,0.002,0.45
L01805,A,271662.83,1,Healthcare,Brazil,Yes,0.002,0.45
L01806,BB,848948.64,1,Retail,Brazil,No,0.018,0.75
L01807,BB,616831.63,10,Retail,UK,Yes,0.018,0.45
L01808,A,335554.47,1,Transport,Brazil,No,0.002,0.75
L01809,A,730082.21,7,Retail,China,No,0.002,0.75
L01810,AA,344970.64,7,Energy,UK,No,0.0006,0.75
L01811,BB,299239.12,4,Energy,China,Yes,0.018,0.45
L01812,BB,302594.36,2,Finance,Germany,Yes,0.018,0.45
L01813,A,182492.75,3,Energy,USA,Yes,0.002,0.45
L01814,AAA,560044.31,8,Energy,USA,Yes,0.0003,0.45
L01815,AA,177092.52,8,Transport,France,Yes,0.0006,0.45
L01816,CCC,239372.95,6,Real Estate,Germany,No,0.2,0.75
L01817,A,156718.42,10,Energy,Brazil,No,0.002,0.75
L01818,BB,423778.06,9,Finance,Germany,No,0.018,0.75
L01819,BB,410380.38,9,Retail,Italy,No,0.018,0.75
L01820,BBB,375739.7,4,Energy,USA,Yes,0.005,0.45
L01821,A,262685.07,1,Finance,Brazil,No,0.002,0.75
L01822,AA,246195.97,1,Transport,China,Yes,0.0006,0.45
L01823,BB,558039.45,10,Healthcare,China,Yes,0.018,0.45
L01824,BB,335952.16,5,Healthcare,USA,Yes,0.018,0.45
L01825,BB,518232.45,2,Healthcare,Germany,No,0.018,0.75
L01826,BBB,284183.56,6,Retail,Brazil,No,0.005,0.75
L01827,AAA,484334.65,7,Finance,France,Yes,0.0003,0.45
L01828,CCC,848851.06,1,Energy,China,Yes,0.2,0.45
L01829,BB,593079.01,6,Real Estate,Germany,Yes,0.018,0.45
L01830,A,359976.16,8,Retail,France,Yes,0.002,0.45
L01831,CCC,503127.8,5,Retail,Brazil,Yes,0.2,0.45
L01832,BB,392255.0,7,Healthcare,USA,No,0.018,0.75
L01833,BBB,444159.98,10,Real Estate,Italy,No,0.005,0.75
L01834,BB,375943.62,6,Healthcare,UK,Yes,0.018,0.45
L01835,B,407514.75,4,Retail,USA,No,0.05,0.75
L01836,BB,491907.85,7,Energy,France,Yes,0.018,0.45
L01837,AA,269229.82,10,Healthcare,Germany,No,0.0006,0.75
L01838,A,266215.28,9,Healthcare,China,Yes,0.002,0.45
L01839,B,220958.18,10,Healthcare,Brazil,No,0.05,0.75
L01840,A,198762.21,10,Retail,USA,No,0.002,0.75
L01841,BBB,240712.52,7,Energy,China,No,0.005,0.75
L01842,BBB,479131.92,5,Real Estate,China,Yes,0.005,0.45
L01843,BBB,283114.37,7,Manufacturing,Italy,No,0.005,0.75
L01844,BB,571950.22,3,Real Estate,Brazil,Yes,0.018,0.45
L01845,B,450159.33,2,Energy,France,Yes,0.05,0.45
L01846,A,165338.12,5,Transport,Brazil,Yes,0.002,0.45
L01847,AA,613838.9,4,Healthcare,Brazil,No,0.0006,0.75
L01848,A,663576.43,5,Real Estate,Germany,No,0.002,0.75
L01849,B,269161.99,8,Transport,UK,Yes,0.05,0.45
L01850,BB,545847.97,4,Transport,China,Yes,0.018,0.45
L01851,A,288298.27,9,Energy,France,No,0.002,0.75
L01852,B,464554.98,7,Energy,Germany,Yes,0.05,0.45
L01853,B,235096.37,10,Healthcare,China,Yes,0.05,0.45
L01854,B,180492.91,7,Manufacturing,UK,Yes,0.05,0.45
L01855,B,365342.81,8,Finance,Germany,No,0.05,0.75
L01856,A,415873.13,6,Retail,UK,Yes,0.002,0.45
L01857,BB,362637.92,8,Real Estate,UK,No,0.018,0.75
L01858,BBB,244748.08,3,Energy,UK,Yes,0.005,0.45
L01859,B,362235.73,10,Real Estate,Germany,Yes,0.05,0.45
L01860,BB,506179.88,10,Finance,Brazil,Yes,0.018,0.45
L01861,BB,432593.38,1,Finance,UK,Yes,0.018,0.45
L01862,BB,484683.08,6,Healthcare,Brazil,Yes,0.018,0.45
L01863,A,316456.92,1,Transport,China,Yes,0.002,0.45
L01864,BBB,794810.47,9,Healthcare,China,No,0.005,0.75
L01865,CCC,245711.49,2,Retail,France,Yes,0.2,0.45
L01866,B,564547.69,2,Manufacturing,Italy,No,0.05,0.75
L01867,AAA,798863.64,7,Real Estate,Brazil,No,0.0003,0.75
L01868,A,562673.07,2,Retail,China,No,0.002,0.75
L01869,AA,399807.27,10,Manufacturing,Italy,No,0.0006,0.75
L01870,BB,339711.32,8,Real Estate,UK,Yes,0.018,0.45
L01871,B,742697.29,6,Retail,Italy,Yes,0.05,0.45
L01872,A,217186.68,7,Energy,Italy,No,0.002,0.75
L01873,BBB,272375.76,7,Real Estate,UK,No,0.005,0.75
L01874,B,362660.03,6,Retail,Brazil,No,0.05,0.75
L01875,BB,821450.43,10,Finance,UK,No,0.018,0.75
L01876,BBB,534926.06,9,Manufacturing,France,No,0.005,0.75
L01877,BBB,272658.98,9,Retail,USA,Yes,0.005,0.45
L01878,BBB,378831.25,7,Energy,Germany,No,0.005,0.75
L01879,A,325409.1,9,Healthcare,UK,Yes,0.002,0.45
L01880,BBB,310241.25,10,Real Estate,UK,Yes,0.005,0.45
L01881,BB,721757.71,3,Real Estate,Italy,Yes,0.018,0.45
L01882,B,222821.98,3,Real Estate,France,Yes,0.05,0.45
L01883,BB,988941.47,1,Energy,China,Yes,0.018,0.45
L01884,BB,669385.12,5,Manufacturing,China,No,0.018,0.75
L01885,A,763318.64,4,Real Estate,Italy,No,0.002,0.75
L01886,BBB,350996.05,2,Manufacturing,Brazil,No,0.005,0.75
L01887,AAA,410458.31,9,Retail,UK,Yes,0.0003,0.45
L01888,A,216084.34,3,Finance,UK,No,0.002,0.75
L01889,BB,340329.25,8,Finance,Italy,Yes,0.018,0.45
L01890,CCC,566270.65,6,Manufacturing,UK,No,0.2,0.75
L01891,AA,845794.36,5,Manufacturing,Brazil,Yes,0.0006,0.45
L01892,BBB,254338.57,1,Finance,USA,Yes,0.005,0.45
L01893,B,368518.81,4,Real Estate,Germany,Yes,0.05,0.45
L01894,A,410179.6,3,Transport,Germany,No,0.002,0.75
L01895,BBB,220159.02,1,Transport,Germany,Yes,0.005,0.45
L01896,BB,594618.09,5,Energy,USA,Yes,0.018,0.45
L01897,BB,308046.13,6,Healthcare,UK,Yes,0.018,0.45
L01898,A,401235.9,2,Finance,Italy,Yes,0.002,0.45
L01899,BBB,352930.11,3,Finance,China,No,0.005,0.75
L01900,BB,298143.67,6,Energy,France,Yes,0.018,0.45
L01901,BBB,440857.74,4,Transport,UK,Yes,0.005,0.45
L01902,AAA,397200.0,9,Retail,USA,Yes,0.0003,0.45
L01903,BB,367350.26,5,Real Estate,Brazil,Yes,0.018,0.45
L01904,AAA,307358.22,4,Real Estate,USA,Yes,0.0003,0.45
L01905,BB,519053.55,2,Retail,China,No,0.018,0.75
L01906,A,1011362.14,6,Retail,Germany,Yes,0.002,0.45
L01907,CCC,474465.23,10,Transport,UK,Yes,0.2,0.45
L01908,BBB,728002.02,2,Energy,China,Yes,0.005,0.45
L01909,A,220772.72,7,Retail,Germany,Yes,0.002,0.45
L01910,AA,478724.58,3,Energy,France,Yes,0.0006,0.45
L01911,A,255586.41,9,Healthcare,Brazil,Yes,0.002,0.45
L01912,B,211406.38,5,Manufacturing,Germany,Yes,0.05,0.45
L01913,CCC,305686.18,8,Real Estate,France,Yes,0.2,0.45
L01914,BBB,802871.27,6,Transport,USA,No,0.005,0.75
L01915,BBB,711412.65,10,Real Estate,Germany,No,0.005,0.75
L01916,BB,499569.68,8,Transport,Germany,No,0.018,0.75
L01917,B,205592.17,3,Manufacturing,Italy,Yes,0.05,0.45
L01918,BBB,401057.33,3,Real Estate,Brazil,No,0.005,0.75
L01919,BBB,514448.13,5,Manufacturing,Brazil,No,0.005,0.75
L01920,BBB,482998.16,10,Transport,China,No,0.005,0.75
L01921,BB,175976.05,3,Retail,USA,Yes,0.018,0.45
L01922,AAA,283464.19,8,Healthcare,Italy,Yes,0.0003,0.45
L01923,BB,428463.62,10,Real Estate,China,Yes,0.018,0.45
L01924,BBB,578472.02,8,Manufacturing,France,Yes,0.005,0.45
L01925,BB,147552.02,2,Finance,China,Yes,0.018,0.45
L01926,AA,407965.55,4,Real Estate,France,No,0.0006,0.75
L01927,BBB,475215.84,10,Real Estate,USA,No,0.005,0.75
L01928,BBB,676580.01,1,Real Estate,Brazil,Yes,0.005,0.45
L01929,BB,625576.43,4,Energy,France,Yes,0.018,0.45
L01930,AA,592014.06,4,Manufacturing,USA,Yes,0.0006,0.45
L01931,BBB,296567.39,10,Manufacturing,China,Yes,0.005,0.45
L01932,BBB,170416.2,9,Real Estate,France,Yes,0.005,0.45
L01933,BBB,363477.84,3,Retail,UK,Yes,0.005,0.45
L01934,BB,730011.75,2,Real Estate,Germany,Yes,0.018,0.45
L01935,BB,888000.21,9,Energy,China,No,0.018,0.75
L01936,B,631134.68,9,Transport,Brazil,Yes,0.05,0.45
L01937,A,548350.75,1,Energy,China,Yes,0.002,0.45
L01938,B,534891.83,6,Retail,UK,Yes,0.05,0.45
L01939,BBB,335018.36,10,Real Estate,USA,Yes,0.005,0.45
L01940,AA,414558.7,8,Manufacturing,USA,Yes,0.0006,0.45
L01941,AA,1019206.32,3,Healthcare,China,No,0.0006,0.75
L01942,A,276155.94,9,Finance,UK,Yes,0.002,0.45
L01943,BB,991911.72,2,Real Estate,China,Yes,0.018,0.45
L01944,BB,376617.71,6,Retail,Germany,No,0.018,0.75
L01945,BB,858306.08,1,Manufacturing,Germany,Yes,0.018,0.45
L01946,BBB,218948.65,7,Energy,Italy,Yes,0.005,0.45
L01947,BBB,593001.44,3,Transport,France,Yes,0.005,0.45
L01948,AA,306084.02,7,Transport,Italy,No,0.0006,0.75
L01949,A,218025.3,4,Healthcare,Germany,Yes,0.002,0.45
L01950,BBB,493494.51,9,Real Estate,UK,Yes,0.005,0.45
L01951,AA,732879.0,5,Energy,France,No,0.0006,0.75
L01952,A,289968.99,3,Healthcare,UK,Yes,0.002,0.45
L01953,BBB,209084.14,8,Finance,Italy,Yes,0.005,0.45
L01954,BB,422556.15,6,Finance,USA,Yes,0.018,0.45
L01955,CCC,423488.8,2,Healthcare,UK,No,0.2,0.75
L01956,B,581961.64,3,Retail,Italy,No,0.05,0.75
L01957,BB,711262.82,8,Transport,Italy,No,0.018,0.75
L01958,BBB,429463.66,10,Energy,Italy,No,0.005,0.75
L01959,BB,1118782.57,7,Real Estate,USA,No,0.018,0.75
L01960,BB,494903.15,10,Manufacturing,USA,No,0.018,0.75
L01961,AA,372051.2,6,Real Estate,China,No,0.0006,0.75
L01962,BBB,197642.74,1,Real Estate,USA,Yes,0.005,0.45
L01963,B,387964.93,9,Energy,France,Yes,0.05,0.45
L01964,BBB,373923.51,3,Transport,USA,Yes,0.005,0.45
L01965,BBB,715081.93,5,Energy,USA,Yes,0.005,0.45
L01966,BBB,557513.4,7,Manufacturing,USA,No,0.005,0.75
L01967,A,245319.19,7,Healthcare,UK,Yes,0.002,0.45
L01968,BBB,482206.24,3,Energy,USA,Yes,0.005,0.45
L01969,A,618941.22,4,Retail,France,Yes,0.002,0.45
L01970,AAA,949808.51,10,Real Estate,Italy,No,0.0003,0.75
L01971,AAA,689520.69,7,Transport,UK,No,0.0003,0.75
L01972,B,647208.21,8,Finance,Germany,Yes,0.05,0.45
L01973,A,455906.49,2,Manufacturing,USA,Yes,0.002,0.45
L01974,BBB,537216.26,9,Finance,China,Yes,0.005,0.45
L01975,A,826332.45,7,Real Estate,China,Yes,0.002,0.45
L01976,B,227205.76,8,Energy,Italy,Yes,0.05,0.45
L01977,A,371491.16,6,Finance,Italy,No,0.002,0.75
L01978,BBB,300654.07,6,Retail,UK,Yes,0.005,0.45
L01979,B,534761.73,9,Energy,China,Yes,0.05,0.45
L01980,B,818403.76,4,Real Estate,Germany,Yes,0.05,0.45
L01981,A,328244.11,5,Finance,Brazil,Yes,0.002,0.45
L01982,B,133899.9,9,Healthcare,China,Yes,0.05,0.45
L01983,BBB,360010.91,1,Manufacturing,China,Yes,0.005,0.45
L01984,BBB,698532.42,4,Finance,France,Yes,0.005,0.45
L01985,AA,578859.43,7,Healthcare,Brazil,No,0.0006,0.75
L01986,AA,548034.28,9,Healthcare,Italy,Yes,0.0006,0.45
L01987,BB,384617.01,10,Finance,Brazil,Yes,0.018,0.45
L01988,BBB,233394.31,6,Transport,China,Yes,0.005,0.45
L01989,BBB,572430.82,8,Finance,Italy,No,0.005,0.75
L01990,BB,291518.6,9,Real Estate,Brazil,Yes,0.018,0.45
L01991,BB,1318556.8,10,Healthcare,Italy,No,0.018,0.75
L01992,A,588453.74,4,Manufacturing,Italy,No,0.002,0.75
L01993,BB,330934.53,1,Real Estate,UK,Yes,0.018,0.45
L01994,AA,325887.46,8,Retail,Germany,No,0.0006,0.75
L01995,BB,422323.93,2,Energy,Italy,No,0.018,0.75
L01996,BB,392483.21,1,Finance,France,Yes,0.018,0.45
L01997,CCC,773295.78,7,Transport,China,No,0.2,0.75
L01998,AA,485632.81,10,Manufacturing,China,Yes,0.0006,0.45
L01999,AA,306871.43,9,Transport,France,Yes,0.0006,0.45
L02000,A,1138497.93,9,Transport,USA,No,0.002,0.75
L02001,A,453456.29,3,Transport,Italy,No,0.002,0.75
L02002,A,649799.96,6,Finance,Italy,No,0.002,0.75
L02003,B,326402.56,7,Manufacturing,Italy,Yes,0.05,0.45
L02004,A,530490.76,10,Manufacturing,Brazil,Yes,0.002,0.45
L02005,A,516874.3,9,Healthcare,Italy,Yes,0.002,0.45
L02006,BB,171987.2,2,Transport,Italy,Yes,0.018,0.45
L02007,BBB,1211824.41,8,Healthcare,France,Yes,0.005,0.45
L02008,BB,843505.95,7,Healthcare,Germany,Yes,0.018,0.45
L02009,AA,362725.76,4,Energy,Germany,Yes,0.0006,0.45
L02010,BBB,254960.81,2,Finance,USA,Yes,0.005,0.45
L02011,AAA,526381.13,8,Finance,France,Yes,0.0003,0.45
L02012,AA,462013.25,5,Real Estate,Italy,No,0.0006,0.75
L02013,B,528519.23,6,Healthcare,Germany,No,0.05,0.75
L02014,AA,486887.66,7,Finance,UK,Yes,0.0006,0.45
L02015,BBB,569845.47,10,Transport,UK,No,0.005,0.75
L02016,BBB,912234.94,1,Retail,UK,No,0.005,0.75
L02017,A,587746.85,8,Transport,Italy,No,0.002,0.75
L02018,B,261757.1,4,Manufacturing,Italy,Yes,0.05,0.45
L02019,AAA,874389.69,9,Finance,USA,Yes,0.0003,0.45
L02020,BB,1004808.25,1,Finance,China,No,0.018,0.75
L02021,CCC,2139383.73,2,Real Estate,USA,Yes,0.2,0.45
L02022,BBB,252269.44,6,Healthcare,USA,No,0.005,0.75
L02023,B,499539.03,10,Retail,Brazil,No,0.05,0.75
L02024,AA,156209.08,1,Finance,UK,No,0.0006,0.75
L02025,BBB,583368.64,4,Real Estate,Italy,Yes,0.005,0.45
L02026,A,336347.41,8,Real Estate,UK,Yes,0.002,0.45
L02027,BB,1157441.93,10,Retail,USA,Yes,0.018,0.45
L02028,CCC,300346.63,5,Transport,Italy,No,0.2,0.75
L02029,A,190119.57,9,Transport,France,Yes,0.002,0.45
L02030,BB,349538.2,6,Transport,Germany,Yes,0.018,0.45
L02031,A,164761.81,1,Energy,Germany,Yes,0.002,0.45
L02032,BBB,644061.65,6,Healthcare,USA,Yes,0.005,0.45
L02033,BBB,157543.75,6,Healthcare,China,Yes,0.005,0.45
L02034,CCC,448753.4,6,Transport,UK,Yes,0.2,0.45
L02035,BB,156544.26,8,Retail,France,No,0.018,0.75
L02036,A,376943.69,6,Energy,Italy,Yes,0.002,0.45
L02037,AA,1006197.65,5,Healthcare,China,No,0.0006,0.75
L02038,A,529836.61,2,Transport,UK,No,0.002,0.75
L02039,A,287291.65,4,Energy,USA,No,0.002,0.75
L02040,A,435564.54,10,Retail,UK,No,0.002,0.75
L02041,B,446416.85,5,Transport,USA,Yes,0.05,0.45
L02042,BBB,560349.05,10,Manufacturing,Brazil,Yes,0.005,0.45
L02043,BBB,223366.86,4,Finance,Germany,No,0.005,0.75
L02044,AA,594980.34,2,Retail,China,Yes,0.0006,0.45
L02045,B,114439.8,7,Real Estate,Germany,Yes,0.05,0.45
L02046,BB,322887.01,10,Real Estate,UK,Yes,0.018,0.45
L02047,AA,346577.96,10,Retail,France,No,0.0006,0.75
L02048,BB,607230.3,2,Real Estate,Italy,Yes,0.018,0.45
L02049,BBB,447447.92,1,Healthcare,USA,Yes,0.005,0.45
L02050,AA,219085.75,5,Retail,Italy,Yes,0.0006,0.45
L02051,BBB,270358.31,1,Manufacturing,Germany,No,0.005,0.75
L02052,BBB,488619.82,1,Retail,France,Yes,0.005,0.45
L02053,A,425264.38,1,Transport,France,No,0.002,0.75
L02054,B,331186.83,6,Transport,Italy,Yes,0.05,0.45
L02055,B,347869.64,9,Energy,Germany,No,0.05,0.75
L02056,BB,626612.75,10,Real Estate,Italy,Yes,0.018,0.45
L02057,BBB,341517.33,1,Finance,UK,No,0.005,0.75
L02058,BBB,423349.93,5,Real Estate,France,Yes,0.005,0.45
L02059,BB,1309254.3,9,Healthcare,France,Yes,0.018,0.45
L02060,BBB,217109.84,9,Retail,UK,No,0.005,0.75
L02061,AA,175269.25,1,Finance,Germany,No,0.0006,0.75
L02062,BBB,654609.94,8,Finance,France,No,0.005,0.75
L02063,B,315110.44,1,Real Estate,China,No,0.05,0.75
L02064,BBB,377332.2,8,Finance,Brazil,Yes,0.005,0.45
L02065,AA,299365.89,1,Finance,Brazil,No,0.0006,0.75
L02066,BB,388520.0,5,Transport,Brazil,Yes,0.018,0.45
L02067,A,983889.68,8,Manufacturing,USA,No,0.002,0.75
L02068,A,660705.99,6,Retail,China,Yes,0.002,0.45
L02069,A,680859.84,9,Real Estate,USA,Yes,0.002,0.45
